id,name,gender,height,weight,url
106307,Richarlison de Andrade,Male,179.07,71,https://healthyceleb.com/richarlison-height-weight-age-body-statistics/106307
106274,Bernardo Mota Veiga de Carvalho e Silva,Male,172.72,64,https://healthyceleb.com/bernardo-silva-height-weight-age-body-statistics/106274
105998,Jason Belmonte,Male,177.8,74,https://healthyceleb.com/jason-belmonte-height-weight-age-body-statistics/105998
106444,Rúben Diogo da Silva Neves,Male,180.34,76,https://healthyceleb.com/ruben-neves-height-weight-age-body-statistics/106444
106591,Sébastien Olivier Buemi,Male,177.17,69,https://healthyceleb.com/sebastien-buemi-height-weight-age-body-statistics/106591
107168,Dries Mertens,Male,168.91,58,https://healthyceleb.com/dries-mertens-height-weight-age-body-statistics/107168
107601,Marcos Alonso Mendoza,Male,187.96,85,https://healthyceleb.com/marcos-alonso-mendoza-height-weight-age-body-statistics/107601
106633,Daniel Cormier,Male,177.17,112,https://healthyceleb.com/daniel-cormier-height-weight-age-body-statistics/106633
100557,Corentin Tolisso,Male,180.34,78,https://healthyceleb.com/corentin-tolisso-height-weight-age-body-statistics/100557
98969,Bamidele Jermaine Alli,Male,187.96,78,https://healthyceleb.com/dele-alli-height-weight-age-body-statistics/98969
99092,Jordan Brian Henderson,Male,186.69,78,https://healthyceleb.com/jordan-henderson-height-weight-age-body-statistics/99092
98377,Ousmane Dembélé,Male,177.8,73,https://healthyceleb.com/ousmane-dembele-height-weight-age-body-statistics/98377
99933,John Stones,Male,187.96,74,https://healthyceleb.com/john-stones-height-weight-age-body-statistics/99933
99377,Virgil van Dijk,Male,193.04,92,https://healthyceleb.com/virgil-van-dijk-height-weight-age-body-statistics/99377
100353,Kyle Andrew Walker,Male,177.8,73,https://healthyceleb.com/kyle-walker-height-weight-age-body-statistics/100353
99845,Mick Schumacher,Male,173.99,68,https://healthyceleb.com/mick-schumacher-height-weight-age-body-statistics/99845
99716,Héctor Bellerín Moruno,Male,177.8,74,https://healthyceleb.com/hector-bellerin-height-weight-age-body-statistics/99716
100687,Joe Thomas Barrett IV,Male,187.96,100,https://healthyceleb.com/j-t-barrett-height-weight-age-body-statistics/100687
100446,Adam David Lallana,Male,172.09,72,https://healthyceleb.com/adam-lallana-height-weight-age-body-statistics/100446
100356,Ashley Simon Young,Male,175.26,68,https://healthyceleb.com/ashley-young-height-weight-age-body-statistics/100356
98390,Mario Mandžukic,Male,189.87,85,https://healthyceleb.com/mario-mandzukic-height-weight-age-body-statistics/98390
100409,Kieran John Trippier,Male,172.72,70,https://healthyceleb.com/kieran-trippier-height-weight-age-body-statistics/100409
100777,Benjamin Pavard,Male,185.42,78,https://healthyceleb.com/benjamin-pavard-height-weight-age-body-statistics/100777
100804,Aleksandr Sergeyevich Golovin,Male,177.8,70,https://healthyceleb.com/aleksandr-golovin-footballer-height-weight-age-body-statistics/100804
100528,Hugo Lloris,Male,187.96,78,https://healthyceleb.com/hugo-lloris-height-weight-age-body-statistics/100528
100730,Sebastian Vettel,Male,175.26,68,https://healthyceleb.com/sebastian-vettel-height-weight-age-body-statistics/100730
100582,Enes Kanter,Male,210.82,111,https://healthyceleb.com/enes-kanter-height-weight-age-body-statistics/100582
107183,Lucas Rodrigues Moura da Silva,Male,172.72,70,https://healthyceleb.com/lucas-moura-height-weight-age-body-statistics/107183
109524,Raphael O. Assunção,Male,165.1,65,https://healthyceleb.com/raphael-assuncao-height-weight-age-body-statistics/109524
99308,Igor Vladimirovich Akinfeev,Male,185.42,76,https://healthyceleb.com/igor-akinfeev-height-weight-age-body-statistics/99308
109563,Sergio Jerome Pettis,Male,167.64,57,https://healthyceleb.com/sergio-pettis-height-weight-age-body-statistics/109563
109561,Demetrious Khrisna Johnson,Male,160.02,57,https://healthyceleb.com/demetrious-johnson-fighter-height-weight-age-body-statistics/109561
106631,Tyler Jeffery Dillashaw,Male,168.91,61,https://healthyceleb.com/t-j-dillashaw-height-weight-age-body-statistics/106631
